strategy,day,date,initial_cost,increase_cost,refund,penalty,adjustment_net,emergency_cost,total_cost,initial_kwh,effective_kwh,increase_kwh,cancel_kwh,emergency_kwh,charge_kwh,discharge_kwh,spill_kwh,E_start,E_end
A43_010,101,2025-04-12,11381.471518617203,0.0,911.3245245551982,455.6622622775991,-455.6622622775991,1.6053101958846126e-11,10925.80925633962,28628.29085833282,27125.463570219883,0.0,1502.827288112936,3.497646616779093e-12,12552.565938159198,10641.249637126446,16188.986719187133,2148.8817546888686,1622.5803911138667
A43_011,101,2025-04-12,11381.471518617203,0.0,982.2425070531575,491.12125352657876,-491.12125352657876,1.5527026775430386e-11,10890.350265090641,28628.29085833282,27016.524734068276,0.0,1611.7661242645445,3.2933655802480644e-12,12521.401076384778,10719.023611503635,16188.986719187133,2148.8817546888686,1508.1164884311238
A43_100,101,2025-04-12,11528.738339381227,0.0,264.34296310972843,132.17148155486422,-132.17148155486422,1.6518718004565612e-11,11396.56685782638,29068.81380408222,28636.494473912466,0.0,432.3193301697519,3.3686942124688812e-12,12902.629029748769,10525.332011992286,17234.036906155983,1752.411103514412,1669.9638836302033
A43_101,101,2025-04-12,11528.738339381227,161.8842415231143,982.2425070531575,491.12125352657876,-329.2370120034645,1.536781996103187e-11,11199.501327377777,29068.81380408222,27603.36283813386,146.31515831618765,1611.7661242645445,3.2763236568200682e-12,12971.560971002036,10582.34540205531,16188.986719187133,1752.411103514412,1668.654419577006
A43_110,101,2025-04-12,11528.738339381227,0.0,911.3245245551982,455.6622622775991,-455.6622622775991,1.6053101958846126e-11,11073.076077103644,29068.813804082216,27565.986515969278,0.0,1502.827288112936,3.497646616779093e-12,12993.088883908593,10641.249637126446,16188.986719187133,1752.4111035144128,1622.5803911138667
A43_111,101,2025-04-12,11528.738339381227,161.8842415231143,982.2425070531575,491.12125352657876,-329.2370120034645,1.536781996103187e-11,11199.501327377777,29068.813804082216,27603.362838133857,146.31515831618765,1611.7661242645445,3.2763236568200682e-12,12971.560971002036,10582.34540205531,16188.986719187133,1752.4111035144128,1668.654419577006
A43_update_only,101,2025-04-12,11372.93892318566,0.0,0.0,0.0,0.0,1.6254157131356806e-11,11372.938923185677,28602.767090963567,28602.767090963567,0.0,0.0,3.2720492981752614e-12,12639.460626132171,10295.890991324588,17234.036906155983,2171.853145321199,2107.4888295906053
A43_adjust_only,101,2025-04-12,11536.119992475364,0.0,257.67547523889476,128.83773761944738,-128.83773761944738,1.6759620302675415e-11,11407.282254855932,29090.894728683284,28667.294856846864,0.0,423.5998718364184,3.44718698030988e-12,12924.213065460946,10516.115664770063,17234.036906155983,1732.5382713734505,1679.757069432673
A42,102,2025-04-13,36113.828721803904,0.0,0.0,0.0,0.0,1536.0823186395419,37649.91104044345,60002.64830658426,60002.64830658426,0.0,0.0,261.4317857052792,20845.815401635053,17295.64856847879,2437.5547757999466,2015.8164707391209,1559.6630339008957
B42,102,2025-04-13,36113.828721803904,0.0,0.0,0.0,0.0,1576.8024467404775,37690.63116854438,60002.64830658426,60002.64830658426,0.0,0.0,261.4317857052793,20845.815401635053,17295.648568478795,2437.5547757999466,2015.8164707391209,1559.6630339008957
B43,102,2025-04-13,37430.23342095112,1161.0932524894956,2392.302253994839,1196.1511269974194,-35.05787450792377,2.865332771051499e-11,37395.17554644323,61823.70379410113,59149.6696926796,790.49068240578,3464.5247838273112,6.553146914001218e-12,20530.291832545532,16671.54109445111,1014.560471251846,1523.7903083097772,1477.1184082106333
A43_000,102,2025-04-13,37105.21548343517,0.0,0.0,0.0,0.0,2.5896958744109356e-11,37105.2154834352,61175.149881566875,61175.149881566875,0.0,0.0,5.9717786271562545e-12,19758.945596694677,16181.478192084454,3321.323993623322,2107.4888295906053,1911.1196531886428
A43_001,102,2025-04-13,37438.34723504163,0.0,2269.091315374963,1134.5456576874815,-1134.5456576874815,3969.032725510966,40272.83430286511,61841.11914952185,58669.131223851604,0.0,3171.9879256702534,711.2268119777573,20469.06381718199,16642.816064192477,1277.751799506508,1508.1164884311238,1438.2560747921625
A43_010,102,2025-04-13,37379.0930880862,0.0,681.8365141574924,340.9182570787462,-340.9182570787462,2.702213869332226e-11,37038.17483100748,61713.93703542992,60166.58690100348,0.0,1547.3501344264437,6.15296702477508e-12,20286.186264446613,16186.096786528899,1790.1389397524329,1622.5803911138667,1895.5960440837073
A43_011,102,2025-04-13,37438.34723504163,906.2141444093188,2392.302253994839,1196.1511269974194,-289.9369825881006,577.9927181482581,37726.40297060179,61841.11914952185,59027.29940749869,650.7050418041513,3464.5247838273112,102.9800653981458,20538.078371509073,16698.717853197417,1014.560471251846,1508.1164884311238,1438.2560747921625
A43_100,102,2025-04-13,37354.564233460245,0.0,390.0298595972446,195.0149297986223,-195.0149297986223,2.6748700310275096e-11,37159.54930366165,61661.28871041177,61233.99082967249,0.0,427.29788073928364,6.085909554087721e-12,20052.780518236486,16416.47216552066,3321.323993623322,1669.9638836302033,1476.9417216867569
A43_101,102,2025-04-13,37355.24209935178,774.6373255123336,2269.091315374963,1134.5456576874815,-359.90833217514796,1627.7270500153961,38623.060817192025,61662.743670470874,58915.52722085544,424.77147605481326,3171.9879256702534,323.81023656520273,20301.01995782932,16615.79278324853,1277.751799506508,1668.654419577006,1477.5804002361392
A43_110,102,2025-04-13,37379.0930880862,0.0,1051.7884199858481,525.8942099929241,-525.8942099929241,2.6748700310275096e-11,36853.19887809331,61713.93703542992,59755.45410081975,0.0,1958.482934610172,6.085909554087721e-12,20105.428843254642,16416.47216552066,1790.1389397524329,1622.5803911138667,1476.9417216867569
A43_111,102,2025-04-13,37355.24209935178,1161.0932524894956,2392.302253994839,1196.1511269974194,-35.05787450792377,2.865332771051499e-11,37320.18422484389,61662.743670470874,58988.709569049344,790.49068240578,3464.5247838273112,6.553146914001218e-12,20369.33170891528,16671.54109445111,1014.560471251846,1668.654419577006,1477.1184082106333
A43_update_only,102,2025-04-13,37105.21548343517,0.0,0.0,0.0,0.0,2.5896958744109356e-11,37105.2154834352,61175.149881566875,61175.149881566875,0.0,0.0,5.9717786271562545e-12,19758.945596694677,16181.478192084454,3321.323993623322,2107.4888295906053,1911.1196531886428
A43_adjust_only,102,2025-04-13,37349.494627609834,0.0,847.0620876115561,423.53104380577804,-423.53104380577804,2.5896958744109356e-11,36925.963583804085,61650.40739285346,59594.02652437457,0.0,2056.380868478903,5.9717786271562545e-12,20234.203107981273,16181.478192084454,1264.943125144416,1679.757069432673,1911.1196531886428
A42,103,2025-04-14,36656.44193970876,0.0,0.0,0.0,0.0,1.6065738739357016e-11,36656.44193970878,61563.918987545636,61563.918987545636,0.0,0.0,3.438582751869035e-12,21033.582725587046,16777.69902480427,4780.003486762865,1559.6630339008957,1847.9996815911563
B42,103,2025-04-14,36656.44193970876,0.0,0.0,0.0,0.0,1.6065738739357016e-11,36656.44193970878,61563.918987545636,61563.918987545636,0.0,0.0,3.438582751869035e-12,21033.582725587046,16777.69902480427,4780.003486762865,1559.6630339008957,1847.9996815911563
B43,103,2025-04-14,39422.01800567424,1502.3729608306066,6737.908839497265,3368.9544197486325,-1866.5814589180259,2122.2320812712383,39677.66862802745,65271.86790364147,56096.30574052993,1399.0134302590752,10574.575593370608,486.3943919714461,19610.395337077513,15936.73341955422,381.00641497809113,1477.1184082106333,1418.9926342979281
A43_000,103,2025-04-14,39230.55841093519,0.0,0.0,0.0,0.0,2.881824379130648e-11,39230.55841093522,64789.644298110354,64789.644298110354,0.0,0.0,5.8406612879480235e-12,18570.713236652326,15216.58742834358,8907.486689801606,1911.1196531886428,1717.442201349534
A43_001,103,2025-04-14,39439.5103737496,0.0,6737.908839497265,3368.9544197486325,-3368.9544197486325,9468.739496577262,45539.29545057823,65315.04827410644,54740.47268073584,0.0,10574.575593370608,1715.7728437366372,18760.760031258877,15213.5527217645,381.00641497809113,1438.2560747921625,1418.9926342979281
A43_010,103,2025-04-14,39237.002433559195,1.225594488344457,3974.3138009812374,1987.1569004906187,-1985.9313060022741,3.270087223228302e-11,37251.07112755695,64806.892752671396,58884.67872198041,1.9770986855245383,5924.191129376505,7.323919248847233e-12,18752.07710856761,15401.73916288873,3006.308976301536,1895.5960440837073,1659.4219274737393
A43_011,103,2025-04-14,39439.5103737496,643.0125617569637,6737.908839497265,3368.9544197486325,-2725.9418579916687,4881.9367501570905,41595.505265915024,65315.04827410644,55693.479073803726,953.0063930678958,10574.575593370608,932.4014291626256,19653.575707542477,15936.73341955422,381.00641497809113,1438.2560747921625,1418.9926342979281
A43_100,103,2025-04-14,39422.097534241824,1.1895368521329468,56.41293971257124,28.20646985628562,-27.016933004152673,2.490651240805164e-11,39395.08060123769,65272.06422200134,65228.12752085597,1.9221970400969894,45.858898185470025,5.453415496958769e-12,19055.05535758341,15262.44632652905,8907.486689801608,1476.9417216867569,1668.2178473684314
A43_101,103,2025-04-14,39421.81005793031,2259.728412650566,6737.908839497265,3368.9544197486325,-1109.226007098066,2346.728347614403,40659.31239844665,65271.35457916869,55865.966720778975,1169.1877349808979,10574.575593370608,551.9215384381599,18745.15280833386,15236.302764094817,381.00641497809113,1477.5804002361392,1418.9926342979281
A43_110,103,2025-04-14,39422.097534241824,1.225594488344457,3974.3138009812374,1987.1569004906187,-1985.9313060022741,3.367835699208399e-11,37436.166228239585,65272.06422200134,59349.850191310354,1.9770986855245383,5924.191129376505,7.73248132190929e-12,19217.248577897553,15401.73916288873,3006.3089763015373,1476.9417216867569,1659.4219274737393
A43_111,103,2025-04-14,39422.01800567424,1502.3729608306066,6737.908839497265,3368.9544197486325,-1866.5814589180259,2122.2320812712383,39677.66862802745,65271.86790364147,56096.30574052993,1399.0134302590752,10574.575593370608,486.3943919714461,19610.395337077513,15936.73341955422,381.00641497809113,1477.1184082106333,1418.9926342979281
A43_update_only,103,2025-04-14,39230.55841093519,0.0,0.0,0.0,0.0,2.881824379130648e-11,39230.55841093522,64789.644298110354,64789.644298110354,0.0,0.0,5.8406612879480235e-12,18570.713236652326,15216.58742834358,8907.486689801606,1911.1196531886428,1717.442201349534
A43_adjust_only,103,2025-04-14,39230.55841093519,0.0,900.2596540103584,450.1298270051792,-450.1298270051792,2.881824379130648e-11,38780.42858393004,64789.644298110354,62824.70389605721,0.0,1964.940402053148,5.8406612879480235e-12,18570.713236652322,15216.58742834358,6942.546287748461,1911.1196531886428,1717.442201349534
A42,104,2025-04-15,37385.6031284586,0.0,0.0,0.0,0.0,3.437514495274741e-11,37385.603128458635,64360.26656216392,64360.26656216392,0.0,0.0,6.360245663472597e-12,19227.016646560005,15546.732406296196,10540.553488566777,1847.9996815911563,1878.1675453882751
B42,104,2025-04-15,37385.6031284586,0.0,0.0,0.0,0.0,3.437514495274741e-11,37385.603128458635,64360.26656216392,64360.26656216392,0.0,0.0,6.360245663472597e-12,19227.016646560005,15546.732406296196,10540.553488566777,1847.9996815911563,1878.1675453882751
B43,104,2025-04-15,33733.01094529075,2185.5008615182423,1430.0655959357305,715.0327979678652,1470.468063550377,3.5194287484330285e-11,35203.47900884116,56948.01525866576,56260.606374116265,2184.2123558233666,2871.6212403728587,7.156053527523909e-12,20202.310664518598,16100.170368395735,2019.0372446600645,1418.9926342979281,1711.9940452582973
A43_000,104,2025-04-15,33593.98400338412,0.0,0.0,0.0,0.0,3765.627079374918,37359.61108275904,56616.40462860842,56616.40462860842,0.0,0.0,635.5051286363718,19778.61676595008,16112.233827076228,3446.097985037596,1717.442201349534,1615.7152606199113
A43_001,104,2025-04-15,33733.01094529075,1933.2839332654949,127.76532001737712,63.88266000868856,1869.4012732568062,3.4161021789103075e-11,35602.4122185476,56948.01525866576,58666.726450591996,1934.0671735829394,215.35598165669705,6.444400568739184e-12,19943.478017697482,16107.377689124944,4691.197288686127,1418.9926342979281,1471.0365289757262
A43_010,104,2025-04-15,33622.201196579044,349.0342024044824,758.7154231406191,379.35771157030956,-30.323509165827147,2072.4669891569956,35664.34467657021,56680.87159958152,55182.05545566036,344.0277605280469,1842.8439044492027,347.4516127244738,19698.722767355295,16127.670649491713,1819.0261171879156,1659.4219274737393,1468.6383631027154
A43_011,104,2025-04-15,33733.01094529075,2185.5008615182423,1430.0655959357305,715.0327979678652,1470.468063550377,3.5194287484330285e-11,35203.47900884116,56948.01525866576,56260.606374116265,2184.2123558233666,2871.6212403728587,7.156053527523909e-12,20202.310664518598,16100.170368395735,2019.0372446600645,1418.9926342979281,1711.9940452582973
A43_100,104,2025-04-15,33617.92344753692,881.9372570661901,127.76532001737712,63.88266000868856,818.0545970575015,1060.4387454423077,35496.41679003673,56671.098355254086,56928.301585442314,472.55921184492854,215.35598165669705,216.92443927857633,19679.55045771018,16119.851251360222,3446.097985037596,1668.2178473684314,1468.8674244629053
A43_101,104,2025-04-15,33733.01094529075,1933.2839332654949,127.76532001737712,63.88266000868856,1869.4012732568062,3.4161021789103075e-11,35602.4122185476,56948.01525866576,58666.726450591996,1934.0671735829394,215.35598165669705,6.444400568739184e-12,19943.478017697482,16107.377689124944,4691.197288686127,1418.9926342979281,1471.0365289757262
A43_110,104,2025-04-15,33622.201196579044,781.0269806961467,758.7154231406191,379.35771157030956,401.6692691258371,619.2713156200132,34643.14178132489,56680.87159958152,55413.74329209457,575.7155969622503,1842.843904449203,116.02131429988067,19698.99320306813,16127.683547194938,1819.0261171879156,1659.4219274737393,1468.8674244629053
A43_111,104,2025-04-15,33733.01094529075,2185.5008615182423,1430.0655959357305,715.0327979678652,1470.468063550377,3.5194287484330285e-11,35203.47900884116,56948.01525866576,56260.606374116265,2184.2123558233666,2871.6212403728587,7.156053527523909e-12,20202.310664518598,16100.170368395735,2019.0372446600645,1418.9926342979281,1711.9940452582973
A43_update_only,104,2025-04-15,33593.98400338412,0.0,0.0,0.0,0.0,3267.331671234652,36861.31567461877,56616.40462860842,56616.40462860842,0.0,0.0,635.5051286363705,19778.61676595008,16112.233827076228,3446.097985037596,1717.442201349534,1615.7152606199113
A43_adjust_only,104,2025-04-15,33593.98400338412,818.6907382865545,766.6634918217188,383.3317459108594,435.3589923756951,1416.3689588879636,35445.71195464778,56616.40462860842,55169.05071934231,417.7526410442936,1865.1065503103964,272.01382313859966,19624.37424159311,16119.828240323894,1797.089707878355,1717.442201349534,1468.4587517567882
A42,105,2025-04-16,37620.94320052104,0.0,0.0,0.0,0.0,2.9772968146435375e-11,37620.94320052107,62997.31864232331,62997.31864232331,0.0,0.0,6.266598351345465e-12,20597.433050144922,16858.194852459103,3478.488494637491,1878.1675453882751,1684.5296766752626
B42,105,2025-04-16,37620.94320052104,0.0,0.0,0.0,0.0,2.9772968146435375e-11,37620.94320052107,62997.31864232331,62997.31864232331,0.0,0.0,6.266598351345465e-12,20597.433050144922,16858.194852459103,3478.488494637491,1878.1675453882751,1684.5296766752626
B43,105,2025-04-16,37677.53811786753,2012.3059004135782,2763.9585084959635,1381.9792542479818,630.3266461655965,3.041727586472476e-11,38307.86476403316,63126.16707253027,60325.030559328974,1748.2956185115204,4549.43213171282,6.1298188747116455e-12,19731.682585870396,16391.74490769427,1205.5009311528443,1711.9940452582973,1257.4584751035795
A43_000,105,2025-04-16,37725.82727718505,0.0,0.0,0.0,0.0,3.121442676556896e-11,37725.82727718508,63233.14349990625,63233.14349990625,0.0,0.0,6.865230606223349e-12,19814.893741669217,16150.720622352896,3789.3784305899335,1615.7152606199113,1503.8744921745401
A43_001,105,2025-04-16,37798.39169881193,2012.3059004135782,942.5992102978416,471.2996051489208,1541.0062952646574,2.6258819729729765e-11,39339.397994076615,63393.897646177575,63423.51641332728,1748.2956185115204,1718.6768513618201,5.2920445803295024e-12,19969.01928603798,16260.270083232841,3935.1752605221345,1471.0365289757262,1376.187127262305
A43_010,105,2025-04-16,37799.59451222868,347.30338143218967,1311.6150912774572,655.8075456387286,-308.5041642065389,2.951320438038252e-11,37491.090348022175,63396.56227492537,61057.49917432794,306.9143293876212,2645.977429985046,5.939748692895819e-12,19740.459996391208,16073.870446756717,1611.3176746934441,1468.6383631027154,1375.1963079028947
A43_011,105,2025-04-16,37677.53811786753,2012.3059004135782,2763.9585084959635,1381.9792542479818,630.3266461655965,3.041727586472476e-11,38307.86476403316,63126.16707253027,60325.030559328974,1748.2956185115204,4549.43213171282,6.1298188747116455e-12,19731.682585870396,16391.74490769427,1205.5009311528443,1711.9940452582973,1257.4584751035795
